Electricity:Facility,InteriorLights:Electricity,InteriorEquipment:Electricity,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5,tc6
532223.4665,152553.9637,173489.1265,13184.82014,17.91901882,74.3156362,192.3388217,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
568323.6614,151880.4362,170374.1097,827.4483231,22.21377315,69.30104167,225.3063657,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
619320.6642,142956.1977,167410.5174,11.4717114,26.66420251,66.30790771,284.5905765,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
613554.3418,158222.8195,176863.7279,1143.871876,23.04596774,77.16319444,219.8065636,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
555896.9823,142282.6703,164295.5007,6554.004469,20.35770833,84.16527778,153.3049769,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
465917.5957,146885.1078,170114.525,41178.41604,12.89782706,75.73711918,157.4538157,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
417926.1538,140542.7244,163624.9068,69324.95165,9.760949074,74.10636574,128.5277006,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
405623.5557,142956.1977,167410.5174,122984.3386,5.489852151,75.55857975,140.3433766,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
396485.7945,133897.5906,177131.5966,316783.6721,-2.113575269,70.30320341,156.7973417,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
369458.9235,126606.6646,163619.2226,157970.0466,1.942956349,62.61458333,188.2471892,28,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
423801.4029,150022.7774,187886.3433,101612.3597,5.43313172,62.39908154,197.9807721,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
437238.2889,134908.7409,174534.8309,41282.9443,12.56460648,68.95763889,135.3763503,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
527187.6962,144647.7151,184301.4277,11814.54776,17.91901882,74.3156362,192.3388217,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
559845.0654,144009.0939,180992.2749,697.721916,22.21377315,69.30104167,225.3063657,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
606404.4922,135547.3622,177843.9837,10.07164975,26.66420251,66.30790771,284.5905765,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
603134.3633,150022.7774,187886.3433,999.8555656,23.04596774,77.16319444,219.8065636,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
546985.4076,134908.7409,174534.8309,5870.643278,20.35770833,84.16527778,153.3049769,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
465329.2147,139272.6528,180716.5122,37557.79104,12.89782706,75.73711918,157.4538157,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
419024.6943,133258.9693,173822.4438,63265.22169,9.760949074,74.10636574,128.5277006,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
407966.981,135547.3622,177843.9837,113170.3451,5.489852151,75.55857975,140.3433766,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
408322.7607,127854.3182,198162.9792,294929.0941,-2.113575269,70.30320341,156.7973417,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
380939.7826,120892.4575,183046.2392,145646.9295,1.942956349,62.61458333,188.2471892,28,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
436651.5188,143251.7182,210194.6702,92828.98095,5.43313172,62.39908154,197.9807721,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
453655.7234,128819.8318,195257.8914,37133.39609,12.56460648,68.95763889,135.3763503,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
549654.193,138119.2516,206184.1065,10515.67537,17.91901882,74.3156362,192.3388217,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
586899.0331,137509.4535,202482.0478,591.9184657,22.21377315,69.30104167,225.3063657,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
640957.4691,129429.6298,198959.9502,8.563749831,26.66420251,66.30790771,284.5905765,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
634287.8664,143251.7182,210194.6702,859.5318994,23.04596774,77.16319444,219.8065636,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
573914.1182,128819.8318,195257.8914,5135.199076,20.35770833,84.16527778,153.3049769,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
481858.1226,132986.7849,202173.5429,34040.76264,12.89782706,75.73711918,157.4538157,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
432598.9451,127244.5202,194460.9204,57318.52891,9.760949074,74.10636574,128.5277006,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
420792.598,129429.6298,198959.9502,103411.1338,5.489852151,75.55857975,140.3433766,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
410514.7042,118626.3093,208113.7187,251418.8257,-2.113575269,70.30320341,156.7973417,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
383295.1219,112166.9276,192237.8928,124892.1417,1.942956349,62.61458333,188.2471892,28,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
439358.5724,132912.3871,220749.5802,79885.73993,5.43313172,62.39908154,197.9807721,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
461445.5328,119522.136,205062.7522,31719.46431,12.56460648,68.95763889,135.3763503,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
565894.031,128150.3612,216537.6264,8854.836771,17.91901882,74.3156362,192.3388217,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
608384.278,127584.5759,212649.669,479.7497825,22.21377315,69.30104167,225.3063657,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
671382.3592,120087.9213,208950.7096,6.003777707,26.66420251,66.30790771,284.5905765,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
660385.5105,132912.3871,220749.5802,713.1469062,23.04596774,77.16319444,219.8065636,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
596787.6285,119522.136,205062.7522,4294.695399,20.35770833,84.16527778,153.3049769,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
490601.9482,123388.3353,212325.6726,29060.72445,12.89782706,75.73711918,157.4538157,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
437850.3429,118060.5241,204225.7613,49146.30271,9.760949074,74.10636574,128.5277006,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
424183.7197,120087.9213,208950.7096,89263.78187,5.489852151,75.55857975,140.3433766,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
402155.288,126717.0555,192753.9761,307402.7288,-2.113575269,70.30320341,156.7973417,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
375006.1248,119817.1205,178049.8586,152417.6341,1.942956349,62.61458333,188.2471892,28,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
429962.6686,141977.4958,204457.2533,97340.56583,5.43313172,62.39908154,197.9807721,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
446118.0239,127673.9808,189928.1848,38954.37825,12.56460648,68.95763889,135.3763503,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
540331.6992,136890.6824,200556.1609,11066.31141,17.91901882,74.3156362,192.3388217,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
575958.4919,136286.3085,196955.1526,622.6297969,22.21377315,69.30104167,225.3063657,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
628871.2315,128278.3547,193529.1932,9.227975647,26.66420251,66.30790771,284.5905765,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
622171.9995,141977.4958,204457.2533,913.7443123,23.04596774,77.16319444,219.8065636,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
563417.2346,127673.9808,189928.1848,5422.42475,20.35770833,84.16527778,153.3049769,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
474079.3202,131803.869,196655.0685,35634.91103,12.89782706,75.73711918,157.4538157,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
425916.3276,126112.6817,189152.9677,60035.47901,9.760949074,74.10636574,128.5277006,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
414306.8832,128278.3547,193529.1932,108186.8603,5.489852151,75.55857975,140.3433766,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
453707.4355,145149.2796,227686.2988,229630.8494,-2.113575269,70.30320341,156.7973417,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
424090.7972,137245.6821,210317.3907,114251.0084,1.942956349,62.61458333,188.2471892,28,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
487331.6738,162629.4989,241510.5318,73617.92373,5.43313172,62.39908154,197.9807721,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
497642.8426,146245.3989,224348.3964,29989.55857,12.56460648,68.95763889,135.3763503,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
593055.3563,156802.7591,236902.4542,8264.995817,17.91901882,74.3156362,192.3388217,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
627174.9888,156110.4732,232648.844,433.6003096,22.21377315,69.30104167,225.3063657,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
673929.6555,146937.6849,228602.0066,8.002817026,26.66420251,66.30790771,284.5905765,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
674511.5345,162629.4989,241510.5318,672.3653555,23.04596774,77.16319444,219.8065636,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
610954.9429,146245.3989,224348.3964,3975.71489,20.35770833,84.16527778,153.3049769,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
527837.2245,150976.0193,232294.3765,27756.42223,12.89782706,75.73711918,157.4538157,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
478103.8768,144456.9937,223432.6887,46691.41274,9.760949074,74.10636574,128.5277006,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
467263.471,146937.6849,228602.0066,84069.89712,5.489852151,75.55857975,140.3433766,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
360604.6561,124531.1901,153971.0592,349233.8042,-2.113575269,70.30320341,156.7973417,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
336124.9361,117750.2787,142225.4724,179130.0063,1.942956349,62.61458333,188.2471892,28,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
385191.8974,139528.3882,163319.5874,115963.9002,5.43313172,62.39908154,197.9807721,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
397730.9075,125471.6084,151713.8291,46517.82767,12.56460648,68.95763889,135.3763503,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
479457.2639,134529.3222,160203.4114,13615.98193,17.91901882,74.3156362,192.3388217,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
508792.5995,133935.3737,157326.9411,839.3711866,22.21377315,69.30104167,225.3063657,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
551228.6136,126065.5569,154590.2993,11.95119585,26.66420251,66.30790771,284.5905765,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
547527.9634,139528.3882,163319.5874,1198.359723,23.04596774,77.16319444,219.8065636,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
497181.1743,125471.6084,151713.8291,6742.206477,20.35770833,84.16527778,153.3049769,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
423597.6212,129530.2561,157087.2353,42136.04697,12.89782706,75.73711918,157.4538157,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
381703.7571,123937.2416,151094.589,70698.53306,9.760949074,74.10636574,128.5277006,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
371312.1168,126065.5569,154590.2993,126937.4503,5.489852151,75.55857975,140.3433766,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
374562.9525,108060.5723,182906.4902,298156.6435,-2.113575269,70.30320341,156.7973417,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
349088.6898,102176.5109,168953.582,154782.0945,1.942956349,62.61458333,188.2471892,28,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
399118.9339,121074.2263,194011.8661,96760.06169,5.43313172,62.39908154,197.9807721,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
417574.7139,108876.61,180225.064,38183.5566,12.56460648,68.95763889,135.3763503,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
509523.9389,116736.3416,190310.0741,10909.47794,17.91901882,74.3156362,192.3388217,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
545659.3869,116220.9494,186893.0354,635.9495491,22.21377315,69.30104167,225.3063657,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
599591.417,109392.0023,183642.1027,7.249861136,26.66420251,66.30790771,284.5905765,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
589906.4949,121074.2263,194011.8661,891.8295137,23.04596774,77.16319444,219.8065636,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
534432.3808,108876.61,180225.064,5306.139834,20.35770833,84.16527778,153.3049769,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
444541.6931,112398.457,186608.2822,34658.19902,12.89782706,75.73711918,157.4538157,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
397771.6266,107545.1801,179489.4515,58388.51492,9.760949074,74.10636574,128.5277006,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
385926.7611,109392.0023,183642.1027,105958.1106,5.489852151,75.55857975,140.3433766,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
351918.6321,104940.1473,164385.9717,325233.4395,-2.113575269,70.30320341,156.7973417,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
327674.0518,99225.99782,151845.8898,171484.1977,1.942956349,62.61458333,188.2471892,28,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
374474.8993,117578.0109,174366.8532,108716.4992,5.43313172,62.39908154,197.9807721,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
388889.7078,105732.6206,161976.058,42734.22604,12.56460648,68.95763889,135.3763503,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
470850.3002,113365.3897,171039.8927,12406.12787,17.91901882,74.3156362,192.3388217,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
501590.6431,112864.8802,167968.8522,746.0396364,22.21377315,69.30104167,225.3063657,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
547751.9989,106233.1301,165047.0984,8.584091423,26.66420251,66.30790771,284.5905765,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
540363.7166,117578.0109,174366.8532,1047.724747,23.04596774,77.16319444,219.8065636,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
490783.4528,105732.6206,161976.058,6043.925517,20.35770833,84.16527778,153.3049769,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
414514.6593,109152.7685,167712.9322,38605.63002,12.89782706,75.73711918,157.4538157,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
372481.5818,104439.6379,161314.9312,64742.18448,9.760949074,74.10636574,128.5277006,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
362145.6062,106233.1301,165047.0984,117710.3794,5.489852151,75.55857975,140.3433766,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
389713.8862,106857.459,202745.588,261044.8874,-2.113575269,70.30320341,156.7973417,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
363689.1344,101038.909,187279.2665,132316.0561,1.942956349,62.61458333,188.2471892,28,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
416256.6752,119726.223,215055.5173,84449.11673,5.43313172,62.39908154,197.9807721,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431578.1349,107664.4112,199773.3187,32791.46415,12.56460648,68.95763889,135.3763503,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
521086.697,115436.635,210952.2075,9113.886915,17.91901882,74.3156362,192.3388217,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
554887.4581,114926.981,207164.537,469.9513014,22.21377315,69.30104167,225.3063657,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
605524.9478,108174.0652,203560.9893,4.875333717,26.66420251,66.30790771,284.5905765,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
599197.7656,119726.223,215055.5173,729.5781008,23.04596774,77.16319444,219.8065636,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
543386.2885,107664.4112,199773.3187,4459.723078,20.35770833,84.16527778,153.3049769,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
459032.1026,111147.047,206848.8978,30205.38815,12.89782706,75.73711918,157.4538157,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
412937.193,106347.805,198957.9174,50915.91824,9.760949074,74.10636574,128.5277006,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
401945.7815,108174.0652,203560.9893,93701.61867,5.489852151,75.55857975,140.3433766,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431683.7421,132324.6518,217206.1948,244888.2316,-2.113575269,70.30320341,156.7973417,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
403427.4399,125119.3746,200636.755,121373.2283,1.942956349,62.61458333,188.2471892,28,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
463061.0991,148260.4107,230394.1164,77861.95822,5.43313172,62.39908154,197.9807721,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
480835.2554,133323.9238,214021.9317,31279.45782,12.56460648,68.95763889,135.3763503,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
583393.6246,142948.4911,225998.1425,8698.194151,17.91901882,74.3156362,192.3388217,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
623133.4388,142317.3719,221940.3205,459.6064149,22.21377315,69.30104167,225.3063657,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
680848.9566,133955.043,218079.7537,5.683110845,26.66420251,66.30790771,284.5905765,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
673820.3055,148260.4107,230394.1164,693.3059551,23.04596774,77.16319444,219.8065636,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
609711.7547,133323.9238,214021.9317,4205.664245,20.35770833,84.16527778,153.3049769,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
510732.6292,137636.5714,221602.1687,28924.22986,12.89782706,75.73711918,157.4538157,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
458409.6555,131693.5326,213148.3728,48734.20548,9.760949074,74.10636574,128.5277006,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
445677.0464,133955.043,218079.7537,88087.36513,5.489852151,75.55857975,140.3433766,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
418755.6664,112159.5322,224442.73,305445.3522,-2.113575269,70.30320341,156.7973417,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
390551.0519,106052.2763,207321.2555,152468.6898,1.942956349,62.61458333,188.2471892,28,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
447640.6792,125666.8209,238070.026,97045.36066,5.43313172,62.39908154,197.9807721,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
462015.5308,113006.5239,221152.3786,38081.48304,12.56460648,68.95763889,135.3763503,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
556184.5851,121164.3913,233527.594,10499.18862,17.91901882,74.3156362,192.3388217,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
590702.9693,120629.4492,229334.5799,526.541157,22.21377315,69.30104167,225.3063657,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
643041.8438,113541.466,225345.3928,5.297876743,26.66420251,66.30790771,284.5905765,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
637354.5934,125666.8209,238070.026,821.9980896,23.04596774,77.16319444,219.8065636,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
577585.6851,113006.5239,221152.3786,5022.913736,20.35770833,84.16527778,153.3049769,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
491107.565,116661.9618,228985.162,35282.2491,12.89782706,75.73711918,157.4538157,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
442674.1974,111624.5901,220249.7159,59508.13201,9.760949074,74.10636574,128.5277006,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
431527.381,113541.466,225345.3928,109046.7845,5.489852151,75.55857975,140.3433766,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
355893.973,115466.3704,159422.5048,360350.6102,-2.113575269,70.30320341,156.7973417,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
331936.6708,109179.0521,147261.0579,185277.6506,1.942956349,62.61458333,188.2471892,28,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
380056.2557,129371.8991,169102.0238,120165.7504,5.43313172,62.39908154,197.9807721,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
395265.9284,116338.3342,157085.356,47492.34714,12.56460648,68.95763889,135.3763503,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
480079.7088,124736.7229,165875.5174,13719.73269,17.91901882,74.3156362,192.3388217,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
511795.9259,124186.0089,162897.2039,828.7771433,22.21377315,69.30104167,225.3063657,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
558921.4233,116889.0482,160063.6695,10.31809353,26.66420251,66.30790771,284.5905765,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
551902.5992,129371.8991,169102.0238,1188.700993,23.04596774,77.16319444,219.8065636,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
500591.0765,116338.3342,157085.356,6814.45549,20.35770833,84.16527778,153.3049769,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
421036.5612,120101.5466,162649.0111,43010.6188,12.89782706,75.73711918,157.4538157,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
378104.1384,114915.6564,156444.1913,72272.26141,9.760949074,74.10636574,128.5277006,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
367135.0335,116889.0482,160063.6695,131090.7653,5.489852151,75.55857975,140.3433766,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
385848.196,142835.6752,158069.3029,315395.3513,-2.113575269,70.30320341,156.7973417,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
359631.3649,135058.0569,146011.0842,160862.7174,1.942956349,62.61458333,188.2471892,28,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
412549.4894,160037.2688,167666.6607,102058.9445,5.43313172,62.39908154,197.9807721,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
423255.87,143914.323,155751.9922,41956.005,12.56460648,68.95763889,135.3763503,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
507312.2305,154303.4043,164467.5415,12319.20062,17.91901882,74.3156362,192.3388217,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
537066.6772,153622.153,161514.5083,796.7107854,22.21377315,69.30104167,225.3063657,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
578066.8982,144595.5742,158705.0253,10.92363171,26.66420251,66.30790771,284.5905765,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
577273.8818,160037.2688,167666.6607,1090.114965,23.04596774,77.16319444,219.8065636,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
524013.4535,143914.323,155751.9922,6121.239199,20.35770833,84.16527778,153.3049769,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
450383.0175,148569.5397,161268.4222,38061.87253,12.89782706,75.73711918,157.4538157,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
406694.846,142154.4239,155116.2698,63867.78781,9.760949074,74.10636574,128.5277006,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
396529.6415,144595.5742,158705.0253,113296.8251,5.489852151,75.55857975,140.3433766,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
413598.0628,136633.5055,192001.3134,253088.2176,-2.113575269,70.30320341,156.7973417,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
386076.9624,129193.6048,177354.6123,124731.56,1.942956349,62.61458333,188.2471892,28,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
442890.0396,153088.1765,203658.8918,79829.27786,5.43313172,62.39908154,197.9807721,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
463694.7178,137665.3166,189186.5562,32361.14767,12.56460648,68.95763889,135.3763503,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
567355.2081,147603.2862,199773.0324,9227.496996,17.91901882,74.3156362,192.3388217,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
609107.5726,146951.616,196186.0851,530.2083801,22.21377315,69.30104167,225.3063657,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
669580.4613,138316.9867,192773.5034,8.789122554,26.66420251,66.30790771,284.5905765,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
660533.5631,153088.1765,203658.8918,769.9506289,23.04596774,77.16319444,219.8065636,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
596889.8143,137665.3166,189186.5562,4539.300028,20.35770833,84.16527778,153.3049769,30,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
492859.6991,142118.3958,195887.1729,29608.31088,12.89782706,75.73711918,157.4538157,31,11.723964,10.75524707,0.540346925,0.000338537,4.610682467,0.892815955
